Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|107,Win,,,,,,,,,,,,,,
,,,,,,XFrostFades,40,1,5,2,0,0,1,14,82.4,17,12,15,80.0
,,,,,,Coachwhogamesttv,26,1,9,1,0,0,0,10,62.5,16,6,9,66.7
,,,,,,Recentchris,20,2,3,3,0,1,1,8,47.1,17,4,12,33.3
,,,,,,IlMarkNuttlI,17,8,5,1,1,0,2,6,85.7,7,5,6,83.3
,,,,,,Laayupk,4,15,13,3,1,0,1,2,100.0,2,0,0,0
,,,Spaced Out SOE,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,,
,,,,,,Integrals,23,0,9,2,1,0,6,9,64.3,14,5,7,71.4
,,,,,,ESPN at 8AM,17,2,0,1,0,0,3,6,85.7,7,5,5,100.0
,,,,,,Break Toes,10,1,2,1,0,2,1,4,36.4,11,2,6,33.3
,,,,,,TheParanoidduck,6,1,3,0,0,0,1,2,40.0,5,2,5,40.0
,,,,,,Ablueeee,5,5,2,0,0,0,2,2,66.7,3,1,1,100.0
