Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|52,Loss,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,25,1,9,1,0,1,5,11,55.0,20,3,7,42.9
,,,,,,LuisGotNext,14,4,0,1,1,0,3,5,83.3,6,4,5,80.0
,,,,,,Damnn_CB,7,11,1,1,1,1,3,3,60.0,5,1,1,100.0
,,,,,,IIIAmVicious,6,0,1,1,0,0,0,2,40.0,5,2,4,50.0
,,,,,,R1 oSaints,0,1,1,0,0,1,0,0,0.0,4,0,3,0.0
,,,LeanTeam,0|0|0|0|0|73,Win,,,,,,,,,,,,,,,
,,,,,,D redd2x,25,8,1,5,1,1,2,11,73.3,15,3,5,60.0
,,,,,,Im Their Plug,21,7,1,0,0,0,0,9,75.0,12,3,4,75.0
,,,,,,Kyng Gaza,16,1,1,0,0,2,0,6,66.7,9,4,7,57.1
,,,,,,LTMaal,6,1,25,4,0,1,2,2,25.0,8,2,7,28.6
,,,,,,ImDeezus,5,2,0,1,0,0,0,2,40.0,5,1,3,33.3
