Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,LeanTeam,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,
,,,,,,LTMaal,21,0,18,3,0,2,5,8,66.7,12,3,4,75.0
,,,,,,D redd2x,13,4,1,1,0,0,0,5,71.4,7,3,4,75.0
,,,,,,ImDeezus,13,2,3,1,0,0,0,5,62.5,8,3,6,50.0
,,,,,,Kyng Gaza,11,0,1,1,0,0,0,4,57.1,7,3,6,50.0
,,,,,,Im Their Plug,10,5,0,0,0,1,0,5,55.6,9,0,3,0.0
,,,Loyalty Runs Deep,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,33,2,7,4,0,0,3,12,75.0,16,9,11,81.8
,,,,,,IIIAmVicious,16,0,0,0,0,0,0,5,71.4,7,4,6,66.7
,,,,,,Damnn_CB,14,12,2,0,2,1,3,7,100.0,7,0,0,0
,,,,,,R1 oSaints,11,1,1,0,1,1,1,4,50.0,8,3,5,60.0
,,,,,,LuisGotNext,0,1,4,1,0,0,0,0,0.0,3,0,3,0.0
