Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Triborough,0|0|0|0|0|81,Loss,,,,,,,,,,,,,,
,,,,,,Bnasty_Tv,24,1,4,2,0,1,0,8,66.7,12,5,7,71.4
,,,,,,BaseballJ-TikTok,21,1,12,1,0,5,3,7,50.0,14,5,8,62.5
,,,,,,Saucejigga,18,0,1,2,1,0,1,8,88.9,9,2,3,66.7
,,,,,,G_RAWWW3,11,2,0,0,1,1,2,4,50.0,8,3,4,75.0
,,,,,,ITROYBOYI,7,10,3,1,0,3,0,3,100.0,3,0,0,0
,,,Loyalty Runs Deep,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,44,1,9,4,1,5,3,17,51.5,33,8,17,47.1
,,,,,,LuisGotNext,13,7,2,0,2,1,1,5,71.4,7,3,5,60.0
,,,,,,Damnn_CB,12,14,1,0,0,3,2,6,66.7,9,0,0,0
,,,,,,R1 oSaints,11,3,1,1,1,1,0,4,57.1,7,1,4,25.0
,,,,,,IIIAmVicious,3,0,2,1,0,1,0,1,25.0,4,1,4,25.0
