Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,31,1,9,1,0,3,6,12,80.0,15,7,10,70.0
,,,,,,IIIAmVicious,20,0,0,1,0,3,0,7,87.5,8,6,7,85.7
,,,,,,R1 oSaints,11,2,2,1,3,1,0,5,83.3,6,1,1,100.0
,,,,,,LuisGotNext,7,5,0,0,3,2,0,3,60.0,5,1,2,50.0
,,,,,,Damnnn cb,4,8,10,1,1,0,2,2,28.6,7,0,1,0.0
,,,LeanTeam,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,,
,,,,,,LTMaal,22,0,13,4,0,5,5,8,80.0,10,4,6,66.7
,,,,,,ImDeezus,17,3,4,2,1,0,0,7,58.3,12,3,6,50.0
,,,,,,Im Their Plug,15,6,1,0,0,0,3,5,41.7,12,2,3,66.7
,,,,,,D redd2x,7,6,2,0,2,0,0,3,33.3,9,1,4,25.0
,,,,,,Kyng Gaza,0,1,0,0,0,1,0,0,0.0,4,0,3,0.0
