Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,26,0,11,2,0,2,1,10,62.5,16,5,10,50.0
,,,,,,Laayupk,19,4,1,2,0,1,2,9,75.0,12,1,3,33.3
,,,,,,XFrostFades,15,0,1,0,0,1,1,5,100.0,5,5,5,100.0
,,,,,,Matlilyak,8,1,3,0,2,0,0,3,75.0,4,1,1,100.0
,,,,,,ResentChris,5,1,0,3,0,2,1,2,33.3,6,1,2,50.0
,,,Flourish Citizens,0|0|0|0|0|89,Win,,,,,,,,,,,,,,,
,,,,,,ImClem4Real,28,0,8,1,0,0,4,10,52.6,19,5,12,41.7
,,,,,,JJGotTheJuice,21,6,5,0,0,1,0,9,69.2,13,1,2,50.0
,,,,,,JMDHeisman,20,0,4,0,1,2,1,8,100.0,8,4,4,100.0
,,,,,,TGF4021,12,14,7,2,2,0,2,6,85.7,7,0,0,0
,,,,,,M1keyTheGem40,8,1,1,0,0,1,0,3,75.0,4,2,2,100.0
