Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Hoop Nation,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,TTurboXXL,22,8,7,0,0,1,1,10,76.9,13,1,3,33.3
,,,,,,wavvyxxll,16,3,1,1,0,4,0,7,87.5,8,2,3,66.7
,,,,,,Perlsmutty,15,2,2,1,1,0,0,5,50.0,10,5,10,50.0
,,,,,,HAAMICIDE,14,1,2,9,0,3,0,6,85.7,7,1,1,100.0
,,,,,,Deadpoolk,9,0,12,1,0,2,1,3,37.5,8,3,7,42.9
,,,High Octane,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,,
,,,,,,II Quaa II,22,0,3,2,0,1,2,8,61.5,13,2,5,40.0
,,,,,,PurpDaMenace,14,10,7,0,0,0,1,5,71.4,7,2,2,100.0
,,,,,,WooHardxn,10,0,1,0,0,1,1,4,66.7,6,2,2,100.0
,,,,,,SpilledMyWock-,5,0,5,0,0,1,8,2,28.6,7,1,4,25.0
,,,,,,IIDevoll,0,2,2,0,0,3,1,0,0,0,0,0,0
