Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/28/2025,,Regular Season,Iconic,0|0|0|0|0|90,Win,,,,,,,,,,,,,,
,,,,,,Gazulli,46,1,1,4,0,1,1,17,68.0,25,12,19,63.2
,,,,,,Kye 716,19,4,2,3,1,3,2,7,70.0,10,5,6,83.3
,,,,,,CamSPM,15,0,8,1,0,0,5,5,45.5,11,4,9,44.4
,,,,,,II WHEEL II,6,15,12,1,0,1,1,3,75.0,4,0,0,0
,,,,,,ReignJokic,4,5,3,1,0,1,1,2,40.0,5,0,2,0.0
,,,Hells Paradise,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,30,2,6,0,0,0,4,11,61.1,18,6,11,54.5
,,,,,,TTV 4kJayW,24,0,6,0,0,2,1,9,50.0,18,5,13,38.5
,,,,,,MJ EXISTS,10,0,1,2,0,1,0,4,57.1,7,2,4,50.0
,,,,,,DonJulioTV,6,7,3,5,0,1,3,2,28.6,7,2,6,33.3
,,,,,,HillfrmdaLou,4,11,6,1,0,2,2,2,66.7,3,0,0,0
