Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Supreme styles,0|0|0|0|0|24,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,12,1,1,0,1,0,1,5,71.4,7,2,4,50.0
,,,,,,Amp110,4,0,0,0,0,1,0,2,100.0,2,0,0,0
,,,,,,LethalTrxster,4,4,2,1,0,0,0,2,40.0,5,0,1,0.0
,,,,,,Iiithexmaniii,2,0,4,0,0,2,7,1,33.3,3,0,1,0.0
,,,,,,Stammm7,2,0,0,0,0,1,1,1,50.0,2,0,1,0.0
,,,Abandoned Ones,0|0|0|0|0|46,Win,,,,,,,,,,,,,,,
,,,,,,WavyJC_,15,1,6,2,0,0,0,6,75.0,8,3,4,75.0
,,,,,,KingSebass_,10,6,2,0,0,0,0,5,83.3,6,0,0,0
,,,,,,xLattin,9,0,1,1,0,2,1,4,57.1,7,1,2,50.0
,,,,,,sSq5der,9,1,0,3,0,0,0,4,80.0,5,1,1,100.0
,,,,,,Wrap Again,3,1,2,2,0,0,1,1,100.0,1,1,1,100.0
