Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Madvillainz,0|0|0|0|0|61,Win,,,,,,,,,,,,,,
,,,,,,Dead Prez,16,0,3,0,0,1,1,6,42.9,14,2,8,25.0
,,,,,,MaicoBeams,13,0,3,0,0,0,1,5,45.5,11,3,7,42.9
,,,,,,CassiusClayI,12,11,6,1,1,1,1,6,75.0,8,0,1,0.0
,,,,,,Proof rr,10,1,0,2,0,0,0,3,75.0,4,2,3,66.7
,,,,,,Create envy,10,12,3,2,1,1,1,4,66.7,6,2,2,100.0
,,,A5,0|0|0|0|0|46,Loss,,,,,,,,,,,,,,,
,,,,,,Temikal,22,0,0,1,0,1,1,9,69.2,13,4,7,57.1
,,,,,,SleepyCucumber,8,1,9,0,0,1,1,3,25.0,12,0,6,0.0
,,,,,,IMannyGunz,7,0,0,1,0,2,0,3,60.0,5,1,2,50.0
,,,,,,HowToLock,5,4,0,1,0,0,0,2,28.6,7,1,6,16.7
,,,,,,Lanol,4,11,4,1,0,3,4,2,40.0,5,0,0,0
