Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Madvillainz,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,Dead Prez,33,0,2,1,0,0,0,12,63.2,19,9,14,64.3
,,,,,,MaicoBeams,24,0,8,0,0,0,2,9,69.2,13,6,9,66.7
,,,,,,CassiusClayI,10,15,4,1,2,1,1,5,83.3,6,0,0,0
,,,,,,Create envy,9,3,0,2,0,0,0,4,50.0,8,1,4,25.0
,,,,,,Proof rr,0,1,0,1,0,1,1,0,0.0,1,0,0,0
,,,A5,0|0|0|0|0|57,Loss,,,,,,,,,,,,,,,
,,,,,,SleepyCucumber,20,0,10,1,0,0,3,9,52.9,17,2,9,22.2
,,,,,,HowToLock,12,7,0,0,0,1,0,4,57.1,7,4,6,66.7
,,,,,,Temikal,10,0,0,0,0,0,0,4,57.1,7,2,4,50.0
,,,,,,Lanol,10,6,5,0,0,1,0,5,62.5,8,0,0,0
,,,,,,IMannyGunz,5,1,0,2,0,0,3,2,50.0,4,1,3,33.3
