Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Madvillainz,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,
,,,,,,Dead Prez,22,0,2,2,0,2,1,8,50.0,16,4,12,33.3
,,,,,,MaicoBeams,19,0,10,0,0,0,2,7,63.6,11,3,5,60.0
,,,,,,Create envy,12,1,1,3,0,0,1,4,57.1,7,4,6,66.7
,,,,,,CassiusClayI,10,4,4,0,0,0,2,5,83.3,6,0,1,0.0
,,,,,,Proof rr,5,0,0,1,0,1,0,2,66.7,3,1,2,50.0
,,,Dawg Mentality,0|0|0|0|0|86,Win,,,,,,,,,,,,,,,
,,,,,,Best Break,33,0,4,0,0,0,2,12,92.3,13,9,10,90.0
,,,,,,xthebeltx,21,0,13,0,0,1,3,7,70.0,10,7,10,70.0
,,,,,,IIG3NEII,18,0,1,2,0,6,0,9,90.0,10,0,0,0
,,,,,,Drenchgod919,12,11,3,0,0,1,3,6,100.0,6,0,0,0
,,,,,,Lane Stealin,2,4,0,4,0,1,0,1,50.0,2,0,1,0.0
