Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Kiss My Timbs,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,MamaImDatMan,27,0,1,0,0,3,0,11,57.9,19,5,10,50.0
,,,,,,JoeMorning,18,17,5,0,0,2,3,9,75.0,12,0,0,0
,,,,,,CB13OnTwitch,14,0,7,1,0,0,1,5,41.7,12,4,8,50.0
,,,,,,DawsixonTwitch,6,0,4,0,0,1,0,2,40.0,5,0,3,0.0
,,,,,,SuperSeese,4,3,1,0,0,1,0,2,66.7,3,0,1,0.0
,,,Nightmare City,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,island Devil,25,0,10,0,0,0,0,8,72.7,11,6,9,66.7
,,,,,,xLattin,19,0,5,0,0,2,0,7,77.8,9,5,6,83.3
,,,,,,XxCLUSIVE,13,8,6,0,0,0,2,6,75.0,8,1,2,50.0
,,,,,,Xxmoneycashxx,13,1,1,0,0,4,0,6,75.0,8,1,3,33.3
,,,,,,Catchingblessing,13,1,1,3,0,0,0,5,83.3,6,3,4,75.0
