Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Nightmare City,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,xLattin,32,0,6,1,0,1,3,13,68.4,19,6,10,60.0
,,,,,,island Devil,18,2,7,0,0,1,2,5,41.7,12,3,8,37.5
,,,,,,Xxmoneycashxx,8,0,0,0,0,1,0,4,100.0,4,0,0,0
,,,,,,XxCLUSIVE,6,12,7,1,0,1,3,3,75.0,4,0,1,0.0
,,,,,,Catchingblessing,5,3,2,5,0,2,3,2,66.7,3,1,1,100.0
,,,INetwork Esports,0|0|0|0|0|80,Win,,,,,,,,,,,,,,,
,,,,,,IllGannon,26,0,9,0,0,0,3,10,45.5,22,6,17,35.3
,,,,,,HansonCaroline10,17,0,4,1,0,1,2,6,75.0,8,5,6,83.3
,,,,,,GetEmChoppa,14,10,2,1,2,4,0,5,62.5,8,4,5,80.0
,,,,,,CantGuardRobTTV,12,9,6,0,1,0,2,6,54.5,11,0,2,0.0
,,,,,,ChicagoStreetz-,11,0,2,6,0,4,0,5,100.0,5,1,1,100.0
