Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Madvillainz,0|0|0|0|0|69,Win,,,,,,,,,,,,,,
,,,,,,CassiusClayI,24,10,6,1,2,0,1,11,91.7,12,1,1,100.0
,,,,,,MaicoBeams,17,1,10,0,0,0,5,7,70.0,10,3,6,50.0
,,,,,,Heffro,17,2,4,3,0,1,1,7,63.6,11,3,7,42.9
,,,,,,Create envy,11,5,3,2,0,2,1,5,55.6,9,1,4,25.0
,,,,,,Proof rr,0,1,0,1,0,2,0,0,0.0,1,0,1,0.0
,,,Spaced Out SOE,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,Newfound Joy,17,0,3,1,0,1,2,7,58.3,12,3,7,42.9
,,,,,,Integrals,12,2,7,0,0,0,3,3,30.0,10,3,7,42.9
,,,,,,TheParanoidduck,12,9,1,2,0,0,2,6,54.5,11,0,0,0
,,,,,,Ablueeee,8,1,4,4,0,3,0,3,100.0,3,2,2,100.0
,,,,,,MikeHonchoooo,6,0,1,0,0,2,1,3,42.9,7,0,3,0.0
