Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,6ix Lab,0|0|0|0|0|70,Win,,,,,,,,,,,,,,
,,,,,,Quinqae,37,0,7,1,0,0,2,15,78.9,19,6,9,66.7
,,,,,,PhoenixTmr,12,0,2,0,0,0,1,5,50.0,10,2,6,33.3
,,,,,,IIIMeVsMe,12,14,1,0,0,1,2,6,66.7,9,0,0,0
,,,,,,DonDPOY,7,4,1,3,2,1,0,3,50.0,6,1,2,50.0
,,,,,,sikko,2,1,1,1,0,0,1,1,100.0,1,0,0,0
,,,6ixFatal,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,Breeshaveli,28,1,9,0,0,0,2,10,58.8,17,8,15,53.3
,,,,,,NooDipp,15,0,1,1,0,0,2,6,75.0,8,2,4,50.0
,,,,,,IxJasonl,12,6,2,1,0,0,1,6,75.0,8,0,1,0.0
,,,,,,Teeswings,9,3,1,4,0,3,0,3,42.9,7,3,4,75.0
,,,,,,IIswipez,0,1,0,0,0,0,0,0,0.0,2,0,1,0.0
