Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,6ixFatal,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,
,,,,,,Breeshaveli,35,1,2,0,0,0,3,13,65.0,20,9,16,56.3
,,,,,,NooDipp,13,0,3,0,0,1,2,4,36.4,11,2,5,40.0
,,,,,,IxJasonl,10,15,5,2,1,0,0,5,55.6,9,0,0,0
,,,,,,Teeswings,4,4,0,3,0,3,0,2,50.0,4,0,2,0.0
,,,,,,IIswipez,2,0,0,0,0,1,0,1,50.0,2,0,1,0.0
,,,RuskaRomaPrep,0|0|0|0|0|69,Win,,,,,,,,,,,,,,,
,,,,,,Earlier-it,19,0,1,1,0,2,2,7,63.6,11,5,8,62.5
,,,,,,|GodSent|-,16,0,1,1,0,2,1,6,54.5,11,4,7,57.1
,,,,,,zSTNx,14,1,8,0,0,1,1,5,50.0,10,4,9,44.4
,,,,,,Mir-In-Motion,11,5,8,2,0,1,1,4,57.1,7,3,6,50.0
,,,,,,GodSentMel,9,12,5,1,0,1,1,4,66.7,6,1,2,50.0
