Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Under The Influence,0|0|0|0|0|97,Win,,,,,,,,,,,,,,
,,,,,,Gods Jumpuh,49,0,3,1,0,1,0,20,83.3,24,9,12,75.0
,,,,,,Love A Eater,25,1,13,2,0,0,1,9,90.0,10,6,7,85.7
,,,,,,IIBeebsterII,8,8,3,2,1,0,0,4,80.0,5,0,0,0
,,,,,,ItsEalo,8,1,2,2,0,2,0,3,75.0,4,2,3,66.7
,,,,,,Korvoski,7,2,6,7,0,1,0,3,60.0,5,1,1,100.0
,,,Abandoned Ones,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,WavyJC_,18,0,4,0,0,0,5,7,50.0,14,4,8,50.0
,,,,,,xLattin,18,0,4,0,0,0,2,6,60.0,10,6,10,60.0
,,,,,,NxtesWrldd,10,6,1,0,0,1,2,5,71.4,7,0,0,0
,,,,,,sSq5der,6,3,0,0,0,1,2,2,40.0,5,2,5,40.0
,,,,,,KingSebass_,3,3,0,1,2,3,3,1,25.0,4,1,4,25.0
