Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,
,,,,,,Futurewyd,31,0,5,1,0,0,3,11,50.0,22,7,16,43.8
,,,,,,Tfjuice,14,0,2,2,0,4,0,5,50.0,10,3,7,42.9
,,,,,,EvolutionWillie,6,5,3,0,0,0,1,2,25.0,8,2,8,25.0
,,,,,,EvolutionDrizzy,5,1,1,0,0,0,1,2,25.0,8,1,5,20.0
,,,,,,Bufsi,0,10,3,1,0,1,1,0,0.0,3,0,0,0
,,,Loyalty Runs Deep,0|0|0|0|0|101,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,44,0,9,1,0,0,1,16,66.7,24,11,19,57.9
,,,,,,IIIAmVicious,28,1,1,0,0,1,0,10,66.7,15,8,11,72.7
,,,,,,R1 oSaints,19,7,2,1,0,1,1,7,63.6,11,5,7,71.4
,,,,,,Damnn_CB,10,15,3,1,0,1,2,5,62.5,8,0,0,0
,,,,,,Sessions4467,0,11,8,3,0,4,1,0,0,0,0,0,0
