Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,DogHouse,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,LvKaid,32,2,10,1,0,0,2,11,64.7,17,10,16,62.5
,,,,,,xVisTuff,30,0,2,0,0,2,0,12,66.7,18,6,10,60.0
,,,,,,KingPapiDrip,8,9,6,0,1,3,1,4,100.0,4,0,0,0
,,,,,,STF_Merk,7,6,4,2,1,0,0,3,75.0,4,1,1,100.0
,,,,,,ShootLikeDev,5,1,0,2,0,1,0,2,66.7,3,1,2,50.0
,,,Hidden Greatness,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,,
,,,,,,Tfjuice,21,0,0,0,0,1,0,8,66.7,12,5,9,55.6
,,,,,,Futurewyd,15,0,11,2,0,1,4,6,46.2,13,1,4,25.0
,,,,,,Bufsi,13,8,0,0,1,1,0,6,75.0,8,1,2,50.0
,,,,,,EvolutionDrizzy,6,0,5,0,0,1,0,2,25.0,8,2,7,28.6
,,,,,,EvolutionWillie,3,3,3,0,0,0,1,1,50.0,2,1,2,50.0
