Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|45,Loss,,,,,,,,,,,,,,
,,,,,,SleepyCucumber,14,0,9,0,0,0,1,5,45.5,11,3,9,33.3
,,,,,,DeceptionsBD,14,0,0,0,0,1,3,5,41.7,12,4,7,57.1
,,,,,,IMannyGunz,10,3,2,3,0,0,0,4,57.1,7,2,5,40.0
,,,,,,Come on Duuude,5,6,1,1,0,0,3,2,40.0,5,1,1,100.0
,,,,,,HowToLock,2,0,0,1,0,0,2,1,33.3,3,0,1,0.0
,,,ZeroTolerance,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,Agaara,33,0,2,2,0,1,2,13,61.9,21,7,14,50.0
,,,,,,lgothagun,18,0,4,1,0,0,1,6,60.0,10,6,9,66.7
,,,,,,xojask,14,22,11,1,0,0,2,6,85.7,7,2,3,66.7
,,,,,,SioDied,13,2,2,2,1,0,0,5,71.4,7,3,5,60.0
,,,,,,SynnSuave,10,4,0,2,0,1,0,4,80.0,5,2,3,66.7
