Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,Futurewyd,34,0,11,0,0,0,2,13,72.2,18,8,13,61.5
,,,,,,Yessirdylan,18,9,6,0,1,0,4,6,85.7,7,6,6,100.0
,,,,,,Bufsi,13,7,2,1,0,0,1,6,75.0,8,1,1,100.0
,,,,,,Tfjuice,9,1,2,0,0,1,0,3,60.0,5,3,4,75.0
,,,,,,EvolutionDrizzy,7,0,3,1,0,0,0,3,60.0,5,1,1,100.0
,,,InVigor Alliance,0|0|0|0|0|76,Loss,,,,,,,,,,,,,,,
,,,,,,lakiwi,32,2,5,0,0,1,0,13,68.4,19,6,10,60.0
,,,,,,KPMR,17,1,1,2,0,1,0,6,40.0,15,5,12,41.7
,,,,,,bronx_duffle,17,1,2,1,0,0,0,6,100.0,6,5,5,100.0
,,,,,,JokerADB,8,4,1,2,1,3,3,4,66.7,6,0,0,0
,,,,,,iA-MOTH,2,1,4,2,0,1,0,1,100.0,1,0,0,0
