Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Bodega Cats,0|0|0|0|0|117,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,55,0,8,2,0,2,0,20,76.9,26,13,16,81.3
,,,,,,Rye vs Rah,22,4,4,5,0,1,2,9,69.2,13,4,6,66.7
,,,,,,GK1LLER77,16,0,6,1,0,0,1,6,66.7,9,4,7,57.1
,,,,,,o_ihoop5_o,15,1,10,2,1,0,0,6,100.0,6,3,3,100.0
,,,,,,lvlr Syn,9,13,3,1,1,1,0,4,80.0,5,0,0,0
,,,Flourish Citizens,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,,
,,,,,,ImClem4Real,25,0,8,0,0,1,0,8,50.0,16,8,14,57.1
,,,,,,JMDHeisman,22,0,5,1,1,0,3,9,60.0,15,4,7,57.1
,,,,,,xzDOPExz,13,1,2,0,0,1,3,5,100.0,5,3,3,100.0
,,,,,,M1keyTheGem40,10,2,3,2,2,0,1,4,66.7,6,2,4,50.0
,,,,,,TGF4021,7,10,4,0,1,2,5,3,50.0,6,0,0,0
