Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,6ix Lab,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,Quinqae,32,0,11,0,0,0,3,13,61.9,21,5,12,41.7
,,,,,,IIIMeVsMe,14,9,2,0,0,1,0,6,85.7,7,0,0,0
,,,,,,sikko,9,1,0,0,0,0,0,3,60.0,5,3,4,75.0
,,,,,,PhoenixTmr,8,1,1,0,0,0,1,3,60.0,5,2,4,50.0
,,,,,,DonDPOY,6,4,1,2,0,0,1,3,50.0,6,0,2,0.0
,,,6ixFatal,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Breeshaveli,34,0,14,0,0,1,1,12,66.7,18,10,13,76.9
,,,,,,NooDipp,19,0,1,2,0,0,1,9,64.3,14,1,5,20.0
,,,,,,IxJasonl,16,9,4,1,0,1,0,8,100.0,8,0,0,0
,,,,,,Teeswings,9,3,0,2,0,2,0,3,100.0,3,3,3,100.0
,,,,,,IIswipez,4,1,1,0,0,3,0,2,66.7,3,0,0,0
