Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,RuskaRomaPrep,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,GodSentMel,20,15,3,0,0,0,3,6,75.0,8,4,5,80.0
,,,,,,zSTNx,20,1,7,0,0,0,2,7,77.8,9,6,7,85.7
,,,,,,Mir-In-Motion,16,5,2,2,0,2,0,6,54.5,11,4,7,57.1
,,,,,,Earlier-it,15,0,5,1,0,0,1,5,55.6,9,3,5,60.0
,,,,,,|GodSent|-,7,0,1,2,0,1,0,3,60.0,5,1,2,50.0
,,,6ix Lab,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,,
,,,,,,Quinqae,22,4,3,0,0,1,0,10,76.9,13,2,3,66.7
,,,,,,zayduffy,14,0,2,0,0,4,1,6,66.7,9,2,5,40.0
,,,,,,PhoenixTmr,11,0,9,2,1,1,4,3,33.3,9,3,7,42.9
,,,,,,xoFaruq,5,5,2,2,1,4,0,2,40.0,5,1,2,50.0
,,,,,,sikko,2,1,0,0,0,1,0,1,50.0,2,0,0,0
