Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Heartless,0|0|0|0|0|75,Loss,,,,,,,,,,,,,,
,,,,,,Prvmx,33,0,1,2,0,1,0,14,100.0,14,5,5,100.0
,,,,,,GINOBILLI,20,0,13,0,0,1,1,7,63.6,11,6,8,75.0
,,,,,,lllllll1,13,0,5,0,0,0,1,5,62.5,8,3,5,60.0
,,,,,,II MxL II,5,0,1,2,1,1,0,2,50.0,4,1,2,50.0
,,,,,,ILouiiV,4,3,3,1,0,1,1,2,100.0,2,0,0,0
,,,SWVA PARADISE,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,31,0,5,0,0,0,1,12,63.2,19,7,11,63.6
,,,,,,I CheddR I,17,0,9,0,0,0,2,7,87.5,8,3,4,75.0
,,,,,,King Plamer,15,1,2,2,0,0,0,5,83.3,6,5,6,83.3
,,,,,,VelcroV,10,0,1,1,0,3,0,4,100.0,4,2,2,100.0
,,,,,,Reedrix,10,13,7,0,0,1,3,5,100.0,5,0,0,0
