Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,SlimlQ,29,1,13,0,0,0,1,9,47.4,19,8,16,50.0
,,,,,,eljefe_5k,18,10,3,0,1,1,3,9,90.0,10,0,0,0
,,,,,,llLoadingll,13,0,2,0,0,4,1,6,75.0,8,1,2,50.0
,,,,,,Deyvw,3,4,1,0,0,0,0,1,20.0,5,1,5,20.0
,,,,,,CrippledKev,2,5,1,0,1,0,0,1,25.0,4,0,3,0.0
,,,High Octane,0|0|0|0|0|70,Win,,,,,,,,,,,,,,,
,,,,,,SpilledMyWock-,30,0,8,0,0,0,0,11,50.0,22,6,11,54.5
,,,,,,PurpDaMenace,16,1,0,2,0,2,0,7,63.6,11,2,4,50.0
,,,,,,II Quaa II,10,1,3,0,0,1,0,4,36.4,11,2,6,33.3
,,,,,,WooHardxn,10,4,1,0,1,0,0,4,100.0,4,2,2,100.0
,,,,,,xHatedKy,4,15,8,0,0,2,0,2,40.0,5,0,0,0
