Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,A5,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,
,,,,,,Lanol,22,0,4,1,0,0,1,9,69.2,13,4,6,66.7
,,,,,,SleepyCucumber,18,0,8,0,0,0,3,7,43.8,16,4,6,66.7
,,,,,,HowToLock,12,10,3,1,0,1,1,6,54.5,11,0,0,0
,,,,,,IMannyGunz,5,2,2,0,1,1,0,2,40.0,5,1,3,33.3
,,,,,,Temikal,2,1,0,1,2,0,1,1,33.3,3,0,2,0.0
,,,LeanTeam,0|0|0|0|0|85,Win,,,,,,,,,,,,,,,
,,,,,,Im Their Plug,32,5,0,0,0,0,0,14,87.5,16,3,5,60.0
,,,,,,LTMaal,25,0,23,2,0,1,1,12,75.0,16,1,3,33.3
,,,,,,Kyng Gaza,11,0,0,1,0,3,0,4,80.0,5,3,4,75.0
,,,,,,D redd2x,11,9,4,0,2,2,2,5,83.3,6,1,1,100.0
,,,,,,ImDeezus,6,3,1,2,1,0,0,2,50.0,4,2,3,66.7
