Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,
,,,,,,King Plamer,26,0,0,2,0,2,1,10,100.0,10,6,6,100.0
,,,,,,Fen Sins,17,0,6,1,0,1,2,6,60.0,10,5,8,62.5
,,,,,,I CheddR I,10,0,2,0,0,1,1,4,40.0,10,2,7,28.6
,,,,,,Reedrix,8,9,7,0,0,1,1,4,100.0,4,0,0,0
,,,,,,VelcroV,7,0,0,3,0,0,1,2,66.7,3,2,2,100.0
,,,Hells Paradise,0|0|0|0|0|80,Win,,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,30,0,11,2,0,0,4,10,90.9,11,8,8,100.0
,,,,,,YHWH zx,18,0,0,2,0,0,1,6,66.7,9,4,6,66.7
,,,,,,TTV 4kJayW,14,0,4,2,0,3,1,5,100.0,5,4,4,100.0
,,,,,,DonJulioTV,12,3,0,0,0,1,0,4,80.0,5,4,5,80.0
,,,,,,HillfrmdaLou,6,2,2,0,0,1,0,3,100.0,3,0,0,0
