Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Hells Paradise,0|0|0|0|0|88,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,38,1,9,2,0,0,4,14,66.7,21,10,16,62.5
,,,,,,TTV 4kJayW,28,0,2,2,0,2,0,11,68.8,16,6,11,54.5
,,,,,,DonJulioTV,11,4,3,0,0,3,0,4,80.0,5,3,3,100.0
,,,,,,YHWH zx,7,1,1,1,0,2,0,3,100.0,3,1,1,100.0
,,,,,,HillfrmdaLou,4,9,2,1,0,1,0,2,50.0,4,0,1,0.0
,,,SWVA PARADISE,0|0|0|0|0|80,Loss,,,,,,,,,,,,,,,
,,,,,,Fen Sins,24,0,14,1,0,2,1,8,88.9,9,6,7,85.7
,,,,,,VelcroV,20,0,2,1,0,0,0,7,70.0,10,6,9,66.7
,,,,,,King Plamer,19,2,1,2,0,1,0,7,77.8,9,5,7,71.4
,,,,,,I CheddR I,11,0,4,0,0,0,4,3,27.3,11,3,7,42.9
,,,,,,Reedrix,6,14,5,0,0,0,2,3,50.0,6,0,0,0
