Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/28/2025,,Regular Season,Nightmare City,0|0|0|0|0|85,Win,,,,,,,,,,,,,,
,,,,,,xLattin,29,0,3,1,0,1,0,11,61.1,18,7,14,50.0
,,,,,,island Devil,27,0,9,0,0,0,1,10,62.5,16,7,12,58.3
,,,,,,XxCLUSIVE,14,17,8,1,1,2,0,6,75.0,8,0,0,0
,,,,,,IIBallwatchingll,8,1,0,1,0,1,1,3,60.0,5,1,2,50.0
,,,,,,Catchingblessing,7,4,6,2,0,0,0,3,50.0,6,1,4,25.0
,,,Nun But Killas,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,Daehonncho,25,0,5,1,0,0,2,10,66.7,15,4,6,66.7
,,,,,,Juice_uchiha,15,5,2,0,0,3,3,6,50.0,12,3,6,50.0
,,,,,,Blewstrips,13,1,4,0,0,1,0,5,38.5,13,3,10,30.0
,,,,,,Defensive1stTeam,8,12,5,0,0,1,0,4,66.7,6,0,0,0
,,,,,,Hennmothy,7,0,2,1,0,0,0,3,50.0,6,1,4,25.0
