Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/27/2025,,Regular Season,One Clan,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,OneSttop,27,3,1,0,1,1,1,9,81.8,11,8,9,88.9
,,,,,,OneDurrani,20,0,0,0,0,2,1,7,63.6,11,5,8,62.5
,,,,,,OneBoxEater,7,0,2,1,1,3,5,3,30.0,10,1,5,20.0
,,,,,,Scottie Barnes,6,0,12,2,0,1,4,3,37.5,8,0,3,0.0
,,,,,,OneLloyd,5,13,8,1,0,1,4,2,40.0,5,0,1,0.0
,,,Bad Energy,0|0|0|0|0|109,Win,,,,,,,,,,,,,,,
,,,,,,Im Vxnom,47,1,5,3,0,1,1,16,76.2,21,13,17,76.5
,,,,,,Mvsephh,22,10,10,2,1,4,0,9,81.8,11,3,4,75.0
,,,,,,StopMortal,20,0,4,0,0,2,0,7,70.0,10,6,9,66.7
,,,,,,ILocksy,18,3,1,7,0,2,0,7,58.3,12,2,6,33.3
,,,,,,AintThatOurBall,2,6,5,2,0,1,4,1,50.0,2,0,1,0.0
