Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|90,Win,,,,,,,,,,,,,,
,,,,,,XFrostFades,35,0,1,0,0,2,0,12,63.2,19,11,14,78.6
,,,,,,Laayupk,17,5,2,1,0,3,1,8,80.0,10,1,2,50.0
,,,,,,Recentchris,17,1,2,1,0,3,1,7,87.5,8,3,4,75.0
,,,,,,Coachwhogamesttv,11,3,15,3,0,0,2,5,71.4,7,1,2,50.0
,,,,,,IlMarkNuttlI,10,12,7,0,0,3,0,4,80.0,5,2,3,66.7
,,,Black Men Don't Cheat,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,,
,,,,,,Ejenk21,31,0,7,3,0,0,0,11,52.4,21,9,18,50.0
,,,,,,YouWentOnLive,14,0,4,0,0,0,1,5,50.0,10,4,8,50.0
,,,,,,LeGunDownJames,13,0,2,0,0,3,1,5,62.5,8,3,6,50.0
,,,,,,exploitgawdtv--,11,9,2,0,0,0,2,5,62.5,8,1,2,50.0
,,,,,,ysalB,9,6,3,1,0,0,1,3,50.0,6,3,4,75.0
