Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,INetwork Esports,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,IllGannon,28,1,8,2,0,0,3,7,41.2,17,6,15,40.0
,,,,,,CantGuardRobTTV,15,10,4,0,0,0,2,7,87.5,8,0,1,0.0
,,,,,,HansonCaroline10,12,0,2,0,0,1,0,4,57.1,7,4,6,66.7
,,,,,,ChicagoStreetz-,12,3,2,2,0,3,0,6,85.7,7,0,0,0
,,,,,,GetEmChoppa,6,4,2,2,1,2,0,2,50.0,4,2,4,50.0
,,,Hells Paradise,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,23,1,6,1,0,5,0,9,64.3,14,5,8,62.5
,,,,,,Sinnerz ll,19,0,10,1,0,1,3,7,53.8,13,4,8,50.0
,,,,,,MJ EXISTS,14,1,0,1,1,3,0,6,66.7,9,2,2,100.0
,,,,,,DonJulioTV,9,4,1,0,0,3,1,4,100.0,4,1,1,100.0
,,,,,,HillfrmdaLou,4,10,1,1,0,2,2,2,40.0,5,0,1,0.0
