Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Hoop culture,0|0|0|0|0|48,Loss,,,,,,,,,,,,,,
,,,,,,Routted,22,0,6,1,0,1,0,8,61.5,13,6,11,54.5
,,,,,,YounggVamp,14,0,0,1,0,4,0,5,83.3,6,4,5,80.0
,,,,,,StopMyMid,10,0,7,0,0,0,4,4,28.6,14,2,10,20.0
,,,,,,TayGilgeous,2,13,3,3,0,1,4,1,100.0,1,0,0,0
,,,,,,EST-TRU,0,1,1,0,0,4,1,0,0.0,4,0,4,0.0
,,,INetwork Esports,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,IllGannon,24,0,6,2,0,0,0,7,53.8,13,6,10,60.0
,,,,,,HansonCaroline10,18,0,0,1,0,2,1,5,55.6,9,4,7,57.1
,,,,,,ChicagoStreetz-,13,1,1,4,0,3,0,6,85.7,7,1,2,50.0
,,,,,,CantGuardRobTTV,10,11,3,1,0,1,4,3,75.0,4,2,3,66.7
,,,,,,GetEmChoppa,3,7,2,0,0,2,1,1,33.3,3,1,2,50.0
