Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Free Smoke,0|0|0|0|0|96,Win,,,,,,,,,,,,,,
,,,,,,qDeek,35,0,11,1,0,0,0,11,61.1,18,11,17,64.7
,,,,,,DonFloatinn,20,0,3,1,0,0,0,8,72.7,11,3,6,50.0
,,,,,,ooJxden,16,3,2,1,0,0,2,6,66.7,9,4,6,66.7
,,,,,,WaveLuciann,13,1,0,3,0,2,0,6,66.7,9,1,2,50.0
,,,,,,IssaCreed-_,12,17,11,1,0,4,1,6,85.7,7,0,0,0
,,,Black Men Don't Cheat,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,Ejenk21,32,0,6,1,0,1,1,11,55.0,20,10,18,55.6
,,,,,,ysalB,15,9,3,1,0,1,0,6,75.0,8,3,4,75.0
,,,,,,push meds,13,0,1,0,0,0,2,5,50.0,10,3,7,42.9
,,,,,,exploitgawdtv--,7,9,6,0,0,0,5,3,60.0,5,1,2,50.0
,,,,,,gflmilly757,3,1,1,0,0,3,0,1,12.5,8,1,7,14.3
