Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,
,,,,,,push meds,22,0,4,0,0,0,2,8,61.5,13,6,10,60.0
,,,,,,ysalB,18,9,3,1,1,1,0,7,50.0,14,4,9,44.4
,,,,,,Ejenk21,14,1,4,2,0,1,3,5,50.0,10,4,9,44.4
,,,,,,gflmilly757,11,0,1,2,0,3,1,4,50.0,8,3,5,60.0
,,,,,,exploitgawdtv--,2,10,3,0,0,1,3,1,12.5,8,0,3,0.0
,,,Defy Gravity,0|0|0|0|0|92,Win,,,,,,,,,,,,,,,
,,,,,,mo means,25,1,8,1,0,1,1,9,75.0,12,7,8,87.5
,,,,,,llSafll,21,1,8,0,0,0,3,7,70.0,10,7,10,70.0
,,,,,,mytimbsrfake,21,16,0,0,0,0,1,10,71.4,14,0,2,0.0
,,,,,,NextLaneOpen-,14,0,2,4,1,1,1,6,66.7,9,2,3,66.7
,,,,,,crnr3,11,5,6,4,1,2,1,4,50.0,8,3,6,50.0
