Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Hoop culture,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,Routted,23,0,4,2,0,4,0,10,71.4,14,3,5,60.0
,,,,,,TayGilgeous,19,16,7,1,0,2,2,7,63.6,11,1,1,100.0
,,,,,,BeltThem,15,1,0,0,0,1,0,6,85.7,7,3,3,100.0
,,,,,,StopMyMid,12,0,9,1,0,0,3,5,62.5,8,2,4,50.0
,,,,,,EST-TRU,8,4,1,1,1,3,1,3,50.0,6,2,4,50.0
,,,Must See TV,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,A WalkingBucket_,29,0,2,1,0,3,1,10,55.6,18,9,14,64.3
,,,,,,Osakueva,23,0,7,1,0,0,2,8,61.5,13,7,12,58.3
,,,,,,xPaleleiB,12,4,6,0,1,1,0,4,100.0,4,4,4,100.0
,,,,,,Jery05,4,4,2,0,0,2,2,2,50.0,4,0,0,0
,,,,,,ReturnOfDC,3,1,1,4,0,1,0,1,50.0,2,1,2,50.0
