Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|68,Win,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,35,3,5,1,0,1,2,14,87.5,16,7,8,87.5
,,,,,,Laayupk,15,15,6,0,1,2,0,6,54.5,11,3,6,50.0
,,,,,,IlMarkNuttlI,13,0,1,1,0,2,0,5,71.4,7,1,1,100.0
,,,,,,Recentchris,4,0,1,1,0,0,1,2,28.6,7,0,4,0.0
,,,,,,Matlilyak,1,3,2,0,1,1,1,0,0.0,3,0,1,0.0
,,,THE MOB,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,PattyMil,18,1,7,0,0,0,1,7,43.8,16,4,11,36.4
,,,,,,Gothum,11,3,1,1,0,1,0,4,44.4,9,3,7,42.9
,,,,,,llFREEBOARDSll,10,16,4,0,2,3,1,5,62.5,8,0,0,0
,,,,,,Reallytrxp,9,0,1,1,0,1,1,3,30.0,10,1,5,20.0
,,,,,,StopBaited,7,0,0,2,0,1,1,3,50.0,6,1,3,33.3
