Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,InVigor Alliance,0|0|0|0|0|74,Win,,,,,,,,,,,,,,
,,,,,,lakiwi,20,1,5,0,0,0,1,7,50.0,14,6,11,54.5
,,,,,,KPMR,20,6,1,3,0,0,1,8,66.7,12,4,5,80.0
,,,,,,JokerADB,12,10,3,0,0,2,5,6,100.0,6,0,0,0
,,,,,,ImThePringleman,11,0,5,3,0,1,1,4,36.4,11,1,6,16.7
,,,,,,bronx_duffle,11,5,4,0,0,5,1,4,80.0,5,3,4,75.0
,,,6ix Lab,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,dontsllp,26,0,7,1,0,0,1,10,76.9,13,5,7,71.4
,,,,,,yvesgbump,18,10,4,2,0,2,1,9,90.0,10,0,0,0
,,,,,,TrollEm Hates Buc,17,0,7,0,0,0,4,6,46.2,13,3,9,33.3
,,,,,,jayadebayo,6,2,2,2,0,0,2,2,40.0,5,2,4,50.0
,,,,,,sikko,0,0,1,0,0,2,0,0,0.0,1,0,1,0.0
