Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Supreme styles,0|0|0|0|0|57,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,23,1,2,2,2,1,0,9,56.3,16,4,9,44.4
,,,,,,LethalTrxster,13,12,6,0,1,1,0,5,55.6,9,2,3,66.7
,,,,,,Stammm7,10,4,0,2,0,3,1,4,80.0,5,2,3,66.7
,,,,,,Amp110,9,0,1,0,0,0,1,3,100.0,3,1,1,100.0
,,,,,,Iiithexmaniii,2,2,7,0,0,0,2,1,12.5,8,0,5,0.0
,,,THE MOB,0|0|0|0|0|64,Win,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,21,0,3,0,0,1,0,7,50.0,14,7,13,53.8
,,,,,,Gothum,18,6,1,2,1,4,0,6,54.5,11,6,10,60.0
,,,,,,Hit RB LT,11,12,0,1,2,2,4,5,62.5,8,0,1,0.0
,,,,,,PattyMil,9,3,10,0,0,1,0,3,27.3,11,3,8,37.5
,,,,,,StopBaited,5,1,1,0,0,1,0,2,100.0,2,1,1,100.0
