Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Bodega Cats,0|0|0|0|0|61,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,34,0,5,1,0,0,0,12,80.0,15,10,12,83.3
,,,,,,GK1LLER77,10,0,3,0,0,0,0,4,66.7,6,2,4,50.0
,,,,,,TaeCP,8,6,2,1,1,0,0,4,100.0,4,0,0,0
,,,,,,lvlr Syn,8,4,2,1,2,0,0,3,60.0,5,2,4,50.0
,,,,,,o_ihoop5_o,1,2,8,3,0,2,1,0,0.0,2,0,1,0.0
,,,New Strap City,0|0|0|0|0|29,Loss,,,,,,,,,,,,,,,
,,,,,,iFlexx_48,11,0,1,0,0,0,1,4,40.0,10,3,7,42.9
,,,,,,Yikki-Za,9,1,0,1,0,1,1,3,42.9,7,3,6,50.0
,,,,,,Melo3pt,6,0,3,0,0,3,3,2,50.0,4,2,4,50.0
,,,,,,TheGlue4,3,1,1,0,0,1,3,1,14.3,7,1,5,20.0
,,,,,,|-Dreadz-|,0,11,5,0,0,1,1,0,0.0,1,0,0,0
