Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Major smoke,0|0|0|0|0|90,Win,,,,,,,,,,,,,,
,,,,,,Wavyrose,24,1,2,3,0,0,1,9,69.2,13,6,9,66.7
,,,,,,Bnasty_Tv,21,0,8,1,0,0,2,7,41.2,17,6,10,60.0
,,,,,,Bstackz,17,8,6,4,1,2,0,6,60.0,10,5,6,83.3
,,,,,,Johnnyfresh21_,15,3,1,1,0,4,1,6,54.5,11,3,6,50.0
,,,,,,Joe_pepi,13,9,11,1,0,1,0,6,85.7,7,1,1,100.0
,,,New Strap City,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,TheGlue4,28,1,6,1,0,2,4,10,62.5,16,5,7,71.4
,,,,,,iFlexx_48,10,0,2,0,0,0,1,4,44.4,9,2,5,40.0
,,,,,,|-Dreadz-|,10,8,4,1,2,0,3,5,71.4,7,0,0,0
,,,,,,Yikki-Za,8,0,1,2,1,0,2,3,60.0,5,2,3,66.7
,,,,,,Melo3pt,3,6,2,0,1,1,3,1,33.3,3,1,3,33.3
