Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Major smoke,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,Bnasty_Tv,22,2,12,1,0,0,2,5,38.5,13,4,9,44.4
,,,,,,Wavyrose,20,0,1,2,0,1,1,8,72.7,11,4,7,57.1
,,,,,,Bstackz,13,2,2,3,2,4,1,5,83.3,6,3,3,100.0
,,,,,,Joe_pepi,13,12,3,1,1,0,3,6,75.0,8,1,2,50.0
,,,,,,Johnnyfresh21_,9,0,1,1,0,3,1,3,75.0,4,1,1,100.0
,,,New Strap City,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,TheGlue4,25,0,11,3,0,2,5,10,62.5,16,5,8,62.5
,,,,,,iFlexx_48,25,1,2,0,0,1,1,8,66.7,12,7,8,87.5
,,,,,,|-Dreadz-|,17,9,3,1,0,0,2,8,80.0,10,0,0,0
,,,,,,Yikki-Za,2,0,0,1,0,2,1,1,50.0,2,0,1,0.0
,,,,,,Melo3pt,0,1,0,2,1,4,0,0,0,0,0,0,0
