Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,THE MOB,0|0|0|0|0|88,Win,,,,,,,,,,,,,,
,,,,,,Reallytrxp,47,0,1,2,0,1,1,18,72.0,25,11,16,68.8
,,,,,,PattyMil,23,0,11,1,0,0,2,8,57.1,14,7,12,58.3
,,,,,,Gothum,7,5,1,0,1,1,0,2,66.7,3,2,3,66.7
,,,,,,Hit RB LT,6,11,9,2,1,0,1,3,50.0,6,0,0,0
,,,,,,StopBaited,5,0,2,2,0,1,0,2,100.0,2,1,1,100.0
,,,Flourish Citizens,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,ImClem4Real,21,2,7,1,0,1,4,7,58.3,12,5,8,62.5
,,,,,,JMDHeisman,20,0,3,1,0,2,1,9,81.8,11,2,4,50.0
,,,,,,JJGotTheJuice,16,0,0,1,0,1,1,7,77.8,9,2,4,50.0
,,,,,,TGF4021,8,9,5,0,0,1,1,4,57.1,7,0,0,0
,,,,,,xzDOPExz,5,2,2,1,0,0,1,2,50.0,4,1,1,100.0
