Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,THE MOB,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,
,,,,,,Reallytrxp,25,0,6,0,0,1,3,10,71.4,14,5,8,62.5
,,,,,,PattyMil,17,1,3,1,0,0,4,6,40.0,15,5,14,35.7
,,,,,,Hit RB LT,10,15,5,1,0,0,1,5,83.3,6,0,0,0
,,,,,,Gothum,8,5,5,0,0,1,1,3,42.9,7,2,4,50.0
,,,,,,StopBaited,4,1,0,0,0,2,0,2,50.0,4,0,2,0.0
,,,BulletProof,0|0|0|0|0|69,Win,,,,,,,,,,,,,,,
,,,,,,HellaHeavys,28,0,5,2,0,2,0,11,78.6,14,5,7,71.4
,,,,,,sonovember,18,6,4,0,0,0,0,9,81.8,11,0,0,0
,,,,,,TotallyCoco,12,2,3,4,0,1,1,4,50.0,8,4,8,50.0
,,,,,,HellaBoots,7,0,9,0,0,1,1,3,50.0,6,1,4,25.0
,,,,,,Jairo2k,4,0,2,3,1,4,0,2,66.7,3,0,1,0.0
