Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|100,Win,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,32,2,10,1,1,0,4,11,61.1,18,8,12,66.7
,,,,,,NeverPassingIt,29,0,2,3,0,3,2,10,76.9,13,9,11,81.8
,,,,,,Laayupk,15,12,5,4,0,1,0,7,87.5,8,1,2,50.0
,,,,,,IlMarkNuttlI,14,10,4,0,0,2,1,6,85.7,7,2,3,66.7
,,,,,,Recentchris,10,0,3,2,1,0,0,4,33.3,12,2,7,28.6
,,,LeanTeam,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,D redd2x,27,3,0,1,1,1,2,9,60.0,15,6,10,60.0
,,,,,,Im Their Plug,14,4,0,0,1,0,2,6,75.0,8,2,4,50.0
,,,,,,ImDeezus,9,3,0,0,1,0,0,4,50.0,8,1,4,25.0
,,,,,,Kyng Gaza,9,0,1,3,0,2,1,3,50.0,6,3,6,50.0
,,,,,,LTMaal,8,1,21,1,0,2,7,3,42.9,7,0,2,0.0
