Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,SlimlQ,20,0,14,1,1,0,2,7,58.3,12,6,11,54.5
,,,,,,Deyvw,18,8,2,0,0,0,2,9,60.0,15,0,0,0
,,,,,,SleepyxCapalot,11,0,0,1,0,0,0,4,80.0,5,3,3,100.0
,,,,,,YSNrunitup,11,1,0,0,0,1,1,4,33.3,12,1,6,16.7
,,,,,,IILoadiingll,9,6,4,1,0,2,0,3,37.5,8,3,6,50.0
,,,LeanTeam,0|0|0|0|0|89,Win,,,,,,,,,,,,,,,
,,,,,,Kyng Gaza,32,0,0,1,0,0,0,12,92.3,13,8,9,88.9
,,,,,,LTMaal,21,3,22,2,0,2,1,10,83.3,12,1,1,100.0
,,,,,,ImDeezus,20,4,1,1,0,1,1,8,88.9,9,4,4,100.0
,,,,,,D redd2x,8,3,2,0,2,1,1,4,44.4,9,0,2,0.0
,,,,,,Im Their Plug,8,11,1,0,4,1,0,3,33.3,9,2,6,33.3
