Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/27/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,Ejenk21,33,0,6,0,0,0,2,12,66.7,18,9,15,60.0
,,,,,,YouWentOnLive,15,0,2,0,0,1,0,5,55.6,9,5,9,55.6
,,,,,,exploitgawdtv--,11,17,8,1,0,0,2,5,55.6,9,1,2,50.0
,,,,,,ysalB,8,1,2,3,1,4,1,3,60.0,5,2,3,66.7
,,,,,,Ksquaddavis,6,0,1,0,0,1,0,2,66.7,3,2,2,100.0
,,,Franchise,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,,
,,,,,,Mallorybellaire,17,1,3,0,0,2,0,7,58.3,12,3,7,42.9
,,,,,,Llucciffferrr,14,1,0,2,1,0,0,5,83.3,6,4,5,80.0
,,,,,,Alsmoovee,13,3,1,2,1,2,0,5,62.5,8,3,5,60.0
,,,,,,iiKardiyo,11,1,15,1,0,0,4,4,36.4,11,3,4,75.0
,,,,,,Repowrld-,10,8,4,0,1,2,0,5,83.3,6,0,1,0.0
