Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/27/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|98,Win,,,,,,,,,,,,,,
,,,,,,YouWentOnLive,28,1,3,4,0,1,1,10,58.8,17,8,13,61.5
,,,,,,exploitgawdtv--,21,19,10,0,0,0,0,10,83.3,12,1,1,100.0
,,,,,,Ejenk21,20,3,8,1,0,3,2,7,77.8,9,6,8,75.0
,,,,,,Ksquaddavis,16,0,2,2,0,1,1,6,60.0,10,4,6,66.7
,,,,,,ysalB,13,3,3,3,1,0,0,5,71.4,7,3,3,100.0
,,,Defy Gravity,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,,
,,,,,,llSafll,20,1,8,0,0,0,7,7,63.6,11,6,10,60.0
,,,,,,NextLaneOpen-,19,1,0,0,0,3,0,7,63.6,11,5,8,62.5
,,,,,,mo means,14,1,3,3,0,0,2,5,35.7,14,4,10,40.0
,,,,,,Ayeeyoocorb,6,6,3,0,1,0,0,3,75.0,4,0,0,0
,,,,,,crnr3,2,2,2,1,0,0,2,1,25.0,4,0,3,0.0
