Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Nun But Killas,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,Blewstrips,34,0,8,0,1,0,2,12,63.2,19,10,17,58.8
,,,,,,Daehonncho,17,0,0,0,0,1,2,7,58.3,12,3,7,42.9
,,,,,,Defensive1stTeam,16,18,6,1,0,0,0,8,80.0,10,0,0,0
,,,,,,DellCobain,10,0,1,1,0,3,1,5,62.5,8,0,2,0.0
,,,,,,Hennmothy,3,0,6,3,0,4,0,1,50.0,2,1,2,50.0
,,,ZeroTolerance,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,,
,,,,,,cameraflip,22,3,2,3,0,5,0,8,80.0,10,6,8,75.0
,,,,,,outxshyne,17,0,2,1,0,0,0,7,53.8,13,3,9,33.3
,,,,,,SioDied,16,6,3,1,0,1,0,6,66.7,9,4,5,80.0
,,,,,,xojask,15,9,5,0,1,0,1,7,77.8,9,1,2,50.0
,,,,,,lgothagun,9,0,11,0,0,0,4,3,30.0,10,1,8,12.5
