Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Major smoke,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,Wavyrose,30,0,2,0,0,2,2,11,68.8,16,6,9,66.7
,,,,,,Swaycashh,11,0,9,0,0,1,5,4,33.3,12,2,7,28.6
,,,,,,Bstackz,11,8,3,3,0,2,1,5,83.3,6,1,2,50.0
,,,,,,KingInDaNorth28,10,9,6,0,1,2,3,5,50.0,10,0,0,0
,,,,,,Joe_pepi,7,2,4,3,1,5,1,3,75.0,4,1,1,100.0
,,,Nun But Killas,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,Daehonncho,26,1,2,6,0,2,1,10,71.4,14,3,4,75.0
,,,,,,Blewstrips,17,1,6,1,0,0,1,5,33.3,15,2,11,18.2
,,,,,,Hennmothy,17,0,1,2,0,3,2,7,63.6,11,2,4,50.0
,,,,,,Defensive1stTeam,16,18,5,1,1,0,1,8,80.0,10,0,0,0
,,,,,,DellCobain,7,5,3,2,1,1,1,3,33.3,9,1,5,20.0
