Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Free Smoke,0|0|0|0|0|49,Win,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,18,0,5,0,0,0,1,6,75.0,8,3,4,75.0
,,,,,,DonFloatinn,18,0,0,1,0,0,0,7,63.6,11,4,6,66.7
,,,,,,ooJxden,5,2,1,1,0,2,0,2,66.7,3,1,2,50.0
,,,,,,WaveLuciann,4,1,1,6,0,0,0,2,50.0,4,0,2,0.0
,,,,,,IssaCreed-_,4,8,1,1,0,0,1,2,100.0,2,0,0,0
,,,6ixFatal,0|0|0|0|0|20,Loss,,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,12,0,1,0,0,0,1,5,71.4,7,2,3,66.7
,,,,,,BroNemGrave-,4,0,0,0,0,1,0,2,66.7,3,0,1,0.0
,,,,,,Teeswings,2,3,1,2,0,0,1,1,33.3,3,0,2,0.0
,,,,,,Yaegoated,2,6,2,0,0,0,2,1,100.0,1,0,0,0
,,,,,,Mercypeaks,0,0,3,0,0,2,5,0,0.0,6,0,3,0.0
