Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,
,,,,,,push meds,18,0,2,1,0,0,1,6,35.3,17,6,14,42.9
,,,,,,exploitgawdtv--,16,20,3,0,0,0,2,5,62.5,8,2,3,66.7
,,,,,,ysalB,9,5,1,1,0,1,0,3,42.9,7,3,6,50.0
,,,,,,Ejenk21,6,0,4,0,0,0,1,2,20.0,10,2,10,20.0
,,,,,,gflmilly757,5,0,2,0,0,1,1,2,18.2,11,1,8,12.5
,,,Free Smoke,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,DonFloatinn,37,0,3,0,0,0,0,14,66.7,21,9,14,64.3
,,,,,,ill-Dante-lli,24,2,6,0,0,2,2,8,50.0,16,7,14,50.0
,,,,,,IssaCreed-_,10,24,7,1,0,1,0,5,100.0,5,0,0,0
,,,,,,WaveLuciann,8,5,2,1,0,0,0,4,57.1,7,0,2,0.0
,,,,,,ooJxden,3,2,1,1,1,4,0,1,11.1,9,1,7,14.3
