Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,High Octane,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,
,,,,,,Evos-Phynx,30,0,11,1,0,1,0,11,78.6,14,8,11,72.7
,,,,,,PurpDaMenace,16,10,2,1,0,0,0,8,66.7,12,0,1,0.0
,,,,,,WooHardxn,13,0,0,1,0,2,0,6,75.0,8,1,2,50.0
,,,,,,SpilledMyWock-,11,0,8,0,0,0,0,5,45.5,11,1,4,25.0
,,,,,,IIDevoll,3,1,0,1,0,1,0,1,25.0,4,1,3,33.3
,,,6ix Lab,0|0|0|0|0|76,Win,,,,,,,,,,,,,,,
,,,,,,yvesgbump,24,11,2,0,1,1,2,12,92.3,13,0,1,0.0
,,,,,,TrollEm Hates Buc,23,2,14,0,0,0,2,8,61.5,13,7,11,63.6
,,,,,,dontsllp,17,0,8,0,0,0,0,7,77.8,9,3,5,60.0
,,,,,,jayadebayo,8,2,1,0,0,1,0,3,60.0,5,2,4,50.0
,,,,,,sikko,4,0,0,0,0,1,0,2,100.0,2,0,0,0
