Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,
,,,,,,Tiktokpablo,27,2,8,0,0,1,5,11,55.0,20,5,9,55.6
,,,,,,Dynastyxcjay,14,10,0,2,0,0,5,7,53.8,13,0,2,0.0
,,,,,,Iplayhashttv,8,1,2,0,0,1,0,3,75.0,4,1,2,50.0
,,,,,,IDKVINO,3,0,0,0,1,0,0,1,100.0,1,1,1,100.0
,,,,,,Dynastyxkdub2k,3,3,2,1,1,1,1,1,50.0,2,1,1,100.0
,,,InVigor Alliance,0|0|0|0|0|63,Win,,,,,,,,,,,,,,,
,,,,,,KPMR,37,2,0,4,1,2,1,16,69.6,23,5,9,55.6
,,,,,,ImThePringleman,12,0,6,3,0,0,4,4,44.4,9,2,5,40.0
,,,,,,lakiwi,9,2,7,0,0,1,1,3,37.5,8,3,6,50.0
,,,,,,bronx_duffle,5,7,1,3,2,0,1,2,28.6,7,1,5,20.0
,,,,,,Smoove Tristxn,0,9,6,1,0,2,0,0,0.0,1,0,1,0.0
