Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,
,,,,,,push meds,32,0,2,2,0,0,0,11,68.8,16,5,9,55.6
,,,,,,Ksquaddavis,11,0,2,0,0,4,0,4,100.0,4,3,3,100.0
,,,,,,ysalB,10,3,7,1,0,1,0,4,66.7,6,2,3,66.7
,,,,,,LeGunDownJames,9,15,4,0,1,0,3,4,66.7,6,0,0,0
,,,,,,Ejenk21,6,0,7,1,0,0,3,2,14.3,14,2,13,15.4
,,,InVigor Alliance,0|0|0|0|0|70,Win,,,,,,,,,,,,,,,
,,,,,,lakiwi,18,0,7,0,0,0,3,7,58.3,12,4,5,80.0
,,,,,,KPMR,18,1,0,3,1,1,0,9,64.3,14,0,2,0.0
,,,,,,ImThePringleman,12,0,7,0,1,1,0,5,38.5,13,2,6,33.3
,,,,,,bronx_duffle,12,4,3,1,0,1,1,5,71.4,7,2,4,50.0
,,,,,,Smoove Tristxn,10,15,5,2,0,1,0,5,83.3,6,0,0,0
