Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/8/2025,,,Triborough,0|0|0|0|0|85,Win,,,,,,,,,,,,,,
,,,,,,Bnasty_Tv,32,0,2,2,0,2,3,13,81.3,16,6,7,85.7
,,,,,,BaseballJ-TikTok,17,3,15,0,0,1,2,7,50.0,14,3,8,37.5
,,,,,,G_RAWWW3,13,9,3,3,1,0,1,5,83.3,6,3,4,75.0
,,,,,,Saucejigga,13,1,0,1,0,0,0,6,85.7,7,1,2,50.0
,,,,,,ITROYBOYI,10,6,2,0,1,0,1,5,100.0,5,0,0,0
,,,One Clan,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,,
,,,,,,Scottie Barnes,26,0,10,1,0,1,4,11,61.1,18,4,9,44.4
,,,,,,OneNick,18,0,0,1,0,0,1,6,100.0,6,3,3,100.0
,,,,,,OneLloyd,11,7,5,0,0,0,1,5,38.5,13,1,5,20.0
,,,,,,Jonathan Mogbo,10,2,1,1,0,1,0,5,71.4,7,0,0,0
,,,,,,Itzzakman,0,0,3,1,0,0,0,0,0.0,1,0,1,0.0
