Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,ORIGINAL BROTHERS,0|0|0|0|0|49,Loss,,,,,,,,,,,,,,
,,,,,,PlacidBoyRico,21,0,8,1,0,1,1,7,36.8,19,6,13,46.2
,,,,,,Imbig2x,12,10,1,0,0,1,4,6,60.0,10,0,0,0
,,,,,,Spacely11,7,0,0,0,1,1,0,3,60.0,5,1,3,33.3
,,,,,,Dcash ny,5,5,3,1,1,0,0,2,20.0,10,1,8,12.5
,,,,,,iSnaPP3d TTV,4,1,1,0,0,2,0,2,50.0,4,0,1,0.0
,,,LeanTeam,0|0|0|0|0|79,Win,,,,,,,,,,,,,,,
,,,,,,LTMaal,26,0,20,2,0,2,1,10,71.4,14,5,7,71.4
,,,,,,LTDupes,18,1,0,1,3,0,0,8,61.5,13,2,3,66.7
,,,,,,D redd2x,17,12,3,0,1,1,0,7,70.0,10,3,3,100.0
,,,,,,Im Their Plug,15,6,2,0,0,0,1,6,75.0,8,2,3,66.7
,,,,,,Kyng Gaza,3,0,1,0,0,1,0,1,100.0,1,1,1,100.0
