Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Hoop Nation,0|0|0|0|0|60,Win,,,,,,,,,,,,,,
,,,,,,TTurboXXL,19,9,0,0,1,1,1,8,80.0,10,1,2,50.0
,,,,,,Perlsmutty,15,5,0,1,1,0,0,4,36.4,11,4,8,50.0
,,,,,,HAAMICIDE,14,1,2,4,0,2,0,7,87.5,8,0,1,0.0
,,,,,,Deadpoolk,10,0,9,1,0,0,7,4,36.4,11,2,8,25.0
,,,,,,wavvyxxll,2,6,5,4,0,2,2,1,20.0,5,0,1,0.0
,,,High Octane,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,II Quaa II,17,0,2,2,0,1,1,7,58.3,12,3,8,37.5
,,,,,,SpilledMyWock-,14,0,7,0,0,1,6,4,57.1,7,1,2,50.0
,,,,,,WooHardxn,14,2,3,4,1,3,1,6,54.5,11,2,5,40.0
,,,,,,PurpDaMenace,10,8,3,1,2,2,1,4,66.7,6,2,4,50.0
,,,,,,IIDevoll,4,4,2,1,0,1,1,2,66.7,3,0,0,0
