Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Nun But Killas,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,Blewstrips,24,0,7,0,0,1,2,8,44.4,18,8,17,47.1
,,,,,,Daehonncho,17,1,4,2,0,0,2,6,60.0,10,3,5,60.0
,,,,,,DellCobain,14,5,1,0,0,2,2,6,46.2,13,2,8,25.0
,,,,,,Defensive1stTeam,10,14,3,0,0,0,1,5,83.3,6,0,0,0
,,,,,,ForgivePxrge,5,1,0,0,1,2,0,2,100.0,2,1,1,100.0
,,,Hoop Nation,0|0|0|0|0|77,Win,,,,,,,,,,,,,,,
,,,,,,Perlsmutty,29,0,4,2,0,3,1,11,84.6,13,6,8,75.0
,,,,,,wavvyxxll,26,12,3,0,0,2,1,13,92.9,14,0,1,0.0
,,,,,,Deadpoolk,9,0,7,0,0,1,1,3,37.5,8,3,8,37.5
,,,,,,HAAMICIDE,7,0,2,5,0,4,0,3,42.9,7,1,2,50.0
,,,,,,TTurboXXL,6,2,5,0,0,2,0,2,33.3,6,2,6,33.3
