Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,The 6ixx Prep,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,30,0,3,1,0,3,2,11,68.8,16,8,9,88.9
,,,,,,LocckJa,12,0,1,0,0,4,1,6,75.0,8,0,2,0.0
,,,,,,Svmmrs1of1,10,17,3,0,3,0,3,5,83.3,6,0,0,0
,,,,,,Stealoh,6,0,12,1,0,0,6,2,50.0,4,2,4,50.0
,,,,,,Spookynugget24,4,3,1,2,0,0,0,2,33.3,6,0,1,0.0
,,,Hoop Nation,0|0|0|0|0|65,Win,,,,,,,,,,,,,,,
,,,,,,Perlsmutty,32,1,3,6,1,1,2,12,54.5,22,8,16,50.0
,,,,,,HAAMICIDE,14,1,2,3,0,2,0,6,75.0,8,2,2,100.0
,,,,,,Deadpoolk,9,2,5,1,0,1,1,2,16.7,12,2,9,22.2
,,,,,,wavvyxxll,7,12,6,1,0,1,1,3,60.0,5,0,0,0
,,,,,,TTurboXXL,3,2,1,1,0,1,1,1,50.0,2,1,2,50.0
