Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,
,,,,,,YSNrunitup,26,0,1,0,0,3,4,10,62.5,16,6,11,54.5
,,,,,,llLoadingll,11,11,2,2,0,1,3,4,57.1,7,3,5,60.0
,,,,,,SleepyxCapalot,9,0,0,1,0,3,0,3,33.3,9,3,9,33.3
,,,,,,SlimlQ,6,2,14,0,0,3,5,2,33.3,6,2,5,40.0
,,,,,,Deyvw,6,6,1,0,0,2,2,3,75.0,4,0,0,0
,,,Hoop Nation,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Perlsmutty,32,0,4,4,0,0,0,11,55.0,20,7,14,50.0
,,,,,,HAAMICIDE,19,2,3,4,0,2,0,7,58.3,12,5,10,50.0
,,,,,,wavvyxxll,12,20,4,3,1,1,0,5,50.0,10,0,3,0.0
,,,,,,TTurboXXL,10,6,2,1,0,0,1,2,50.0,4,2,4,50.0
,,,,,,Deadpoolk,9,0,3,2,0,1,3,3,25.0,12,3,11,27.3
