Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/28/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,Fen Sins,29,1,8,3,0,0,2,10,71.4,14,7,9,77.8
,,,,,,King Plamer,18,2,2,2,1,3,0,7,87.5,8,4,5,80.0
,,,,,,DizzyFS,14,0,6,0,0,0,0,4,40.0,10,4,9,44.4
,,,,,,Gamble Scopes,12,2,1,1,1,0,0,6,75.0,8,0,0,0
,,,,,,Reedrix,8,9,6,0,1,0,2,4,100.0,4,0,0,0
,,,Spaced Out SOE,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,Newfound Joy,22,4,3,1,1,1,2,8,88.9,9,6,6,100.0
,,,,,,MikeHonchoooo,17,0,13,1,0,1,1,6,50.0,12,5,9,55.6
,,,,,,TheParanoidduck,16,6,3,1,1,2,3,7,77.8,9,1,1,100.0
,,,,,,Integrals,13,0,3,0,0,2,0,5,55.6,9,3,5,60.0
,,,,,,Ablueeee,6,2,1,0,0,3,1,3,75.0,4,0,0,0
